period_type,period_start,period_label,reporter_country,reporter_iso,partner_country,partner_iso,flow,commodity_group,analysis_bucket,hs6,hs_description,export_value_usd,export_quantity_ton,export_unit_value_usd_per_ton,export_value_usd_yoy_pct,export_quantity_ton_yoy_pct,export_unit_value_yoy_pct,export_value_usd_mom_pct,export_quantity_ton_mom_pct,export_unit_value_mom_pct,market_share_by_value_pct,market_share_by_quantity_pct,unit_value_rank_by_period,value_rank_by_period,quantity_rank_by_period,data_quality_flag,unit_value_flag,confidence_score,notes,source_name,source_url,fetched_at
A,2021-01-01,2021,Vietnam,VNM,Israel,ISR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,9705342.985,5218.88,1859.660116,-5.169744,-19.668384,18.048485,,,,0.471112,0.448431,23,26,26,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Dominican Rep.,DOM,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,8400581.2,4796.294,1751.473367,37.296703,15.499617,18.871998,,,,0.407777,0.412121,39,27,28,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Tunisia,TUN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,8051085.026,4921.761,1635.813894,-33.793985,-36.687874,4.570829,,,,0.390812,0.422901,60,28,27,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,United Arab Emirates,ARE,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,7680092.275,3549.742,2163.563514,339.272281,239.173379,29.512606,,,,0.372803,0.305011,9,29,31,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Ecuador,ECU,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,7414754.2,4435.68,1671.616122,-44.85549,-49.163821,8.47493,,,,0.359923,0.381135,57,30,29,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Morocco,MAR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,7029853.841,4195.134,1675.716161,18.781983,8.85995,9.114493,,,,0.34124,0.360466,56,31,30,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Slovenia,SVN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,5007110.716,2846.992,1758.737192,-24.904087,-32.76828,11.697146,,,,0.243053,0.244627,37,32,32,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Sweden,SWE,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,4292482.55,2368.02,1812.68847,11.630023,-3.391061,15.548338,,,,0.208364,0.203472,29,33,33,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,South Africa,ZAF,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,3361635.21,1986.55,1692.197634,111.348247,95.594198,8.054456,,,,0.163179,0.170694,52,34,34,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Mexico,MEX,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,3232653.27,1658.296,1949.382541,24.040573,-1.581043,26.033213,,,,0.156918,0.142489,16,35,36,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Romania,ROU,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,3161025.584,1855.71,1703.404942,-11.321661,-18.671886,9.037743,,,,0.153441,0.159452,49,36,35,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Finland,FIN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,2939519.14,1559.77,1884.584997,1.827809,-13.096365,17.173245,,,,0.142689,0.134023,19,37,37,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,"Other Asia, nes",S19,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,2436149.816,1049.58,2321.07111,22.490682,-2.937353,26.19755,,,,0.118254,0.090185,7,38,39,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Czechia,CZE,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,2384063.462,1278.038,1865.408902,37.773259,13.718432,21.15297,,,,0.115726,0.109815,21,39,38,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Türkiye,TUR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,2106937.408,998.02,2111.11742,128.338842,79.330428,27.328555,,,,0.102274,0.085755,12,40,40,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Ireland,IRL,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,1811187.614,616.312,2938.751175,-74.023446,-81.774187,42.526177,,,,0.087918,0.052956,5,41,46,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Croatia,HRV,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,1687287.56,991.48,1701.786783,-41.87361,-48.849528,13.638032,,,,0.081904,0.085193,50,42,41,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,"China, Hong Kong SAR",HKG,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,1537015.044,883.472,1739.743924,43.727048,38.940669,3.444909,,,,0.074609,0.075912,41,43,42,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Denmark,DNK,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,1437905.4,843.6,1704.487198,-40.523915,-44.526105,7.214547,,,,0.069798,0.072486,48,44,43,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Bulgaria,BGR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,1361525.24,835.76,1629.086388,-24.987386,-28.410625,4.781771,,,,0.066091,0.071813,61,45,44,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,New Zealand,NZL,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,1306914.5,786.23,1662.254684,19.940202,16.817282,2.673337,,,,0.06344,0.067557,59,46,45,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Lithuania,LTU,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,821187.78,447.746,1834.048277,-49.912936,-54.966368,11.221463,,,,0.039862,0.038472,28,47,47,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Estonia,EST,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,730158.276,348.092,2097.601427,440.460844,371.20966,14.696469,,,,0.035443,0.02991,13,48,49,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Kuwait,KWT,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,717430,368.68,1945.942281,-54.094701,-59.321155,12.848089,,,,0.034825,0.031679,18,49,48,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Argentina,ARG,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,452376.068,268.626,1684.036795,-12.888861,-20.035874,8.937775,,,,0.021959,0.023082,54,50,50,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Cambodia,KHM,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,449933.708,192.16,2341.453518,-34.834288,-50.144592,30.709413,,,,0.02184,0.016511,6,51,53,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Norway,NOR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,426053.088,216,1972.468,-24.045709,-36.867432,20.309207,,,,0.020681,0.01856,15,52,52,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Chile,CHL,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,422153.24,228.64,1846.366515,-28.485902,-36.758527,13.081013,,,,0.020492,0.019646,25,53,51,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Singapore,SGP,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,303560.17,143.242,2119.212033,23.651401,1.772465,21.497893,,,,0.014735,0.012308,11,54,54,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Senegal,SEN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,202368,115.2,1756.666667,191.966759,200,-2.677747,,,,0.009823,0.009899,38,55,56,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Latvia,LVA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,201525.6,117.6,1713.653061,-55.594415,-58.227925,6.304474,,,,0.009782,0.010105,45,56,55,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Nigeria,NGA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,129288.524,79.79,1620.359995,,,,,,,0.006276,0.006856,62,57,57,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Myanmar,MMR,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,123360,58.048,2125.137817,-58.145479,-62.312074,11.055517,,,,0.005988,0.004988,10,58,58,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Saudi Arabia,SAU,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,119571.25,52.89,2260.753451,-32.021621,-43.198435,19.676947,,,,0.005804,0.004545,8,59,59,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Panama,PAN,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,60000,19.2,3125,,,,,,,0.002912,0.00165,4,60,60,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Malta,MLT,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,32198.4,19.2,1677,-82.574813,-83.697005,6.883347,,,,0.001563,0.00165,55,61,60,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Bangladesh,BGD,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,11568,3.18,3637.735849,,,,,,,0.000562,0.000273,3,62,62,ok,low_volume,0.55,"Low volume market; export unit value may be noisy. Do not use as a strong pricing signal without verification. Export unit value is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Austria,AUT,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,6450,0.3,21500,-25.631269,-28.571429,4.116223,,,,0.000313,0.000026,1,63,65,suspicious_unit_price,low_volume,0.55,"Low volume market; export unit value may be noisy. Do not use as a strong pricing signal without verification. Export unit value is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Uruguay,URY,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,3500,0.7,5000,,,,,,,0.00017,0.00006,2,64,64,ok,low_volume,0.55,"Low volume market; export unit value may be noisy. Do not use as a strong pricing signal without verification. Export unit value is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2021-01-01,2021,Vietnam,VNM,Sri Lanka,LKA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,1500,0.805,1863.354037,-98.437435,-98.537162,6.817339,,,,0.000073,0.000069,22,65,63,ok,low_volume,0.55,"Low volume market; export unit value may be noisy. Do not use as a strong pricing signal without verification. Export unit value is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2022-01-01,2022,Vietnam,VNM,Germany,DEU,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,454090248.877,220082.686734,2063.271108,15.245556,-0.345677,15.645314,,,,16.086769,16.26746,41,1,1,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2022-01-01,2022,Vietnam,VNM,Italy,ITA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,290820187.608,138298.93,2102.837582,31.969325,8.674227,21.435715,,,,10.302703,10.222396,34,2,2,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2022-01-01,2022,Vietnam,VNM,USA,USA,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,254532081.849,117804.527851,2160.63072,12.505523,-3.629331,16.742494,,,,9.017148,8.707548,28,3,4,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
A,2022-01-01,2022,Vietnam,VNM,Belgium,BEL,Export,coffee,coffee_raw_core,090111,Coffee; not roasted or decaffeinated,253068843.617,120673.6,2097.135112,126.816238,99.68097,13.589311,,,,8.96531,8.919616,35,4,3,ok,ok,0.85,"Export unit value is calculated as total export value USD divided by total quantity tons. It is an average proxy, not a transaction, contract, FOB invoice, or exact selling price.",UN Comtrade,https://comtradeapi.un.org/public/v1/preview/C/A/HS?reporterCode=704&flowCode=X&cmdCode=090111&period=2020%2C2021%2C2022%2C2023%2C2024%2C2025%2C2026&includeDesc=true,2026-05-26T17:43:55.608Z
