period_type,period_start,period_label,market_country,market_iso,vietnam_export_value_usd,vietnam_export_quantity_ton,vietnam_export_unit_value_usd_per_ton,vietnam_export_unit_value_flag,partner_import_value_usd,partner_import_quantity_ton,partner_import_unit_value_usd_per_ton,partner_import_unit_value_flag,value_gap_usd,quantity_gap_ton,unit_value_gap_usd_per_ton,mirror_gap_pct,mirror_gap_flag,confidence_score,interpretation_note
A,2021-01-01,2021,Sri Lanka,LKA,1500,0.805,1863.354037,low_volume,,,,,,,,,missing_import_unit_value,0.55,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Germany,DEU,324793743.384,212181.556967,1530.735037,ok,2905881749.750001,1783726.571824,1629.107171,ok,2581088006.366001,1571545.014857,98.372134,6.426464,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Italy,ITA,219128387.988,138964.510326,1576.865831,ok,222181863.108,133323,1666.493127,ok,3053475.12,-5641.510326,89.627296,5.683889,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,USA,USA,204017375.824,127457.702248,1600.667298,ok,253441761,143309.466,1768.492815,ok,49424385.176,15851.763752,167.825517,10.484722,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Japan,JPN,148550704.418,93866.752201,1582.569983,ok,164051777.483,100157,1637.946199,ok,15501073.065,6290.247799,55.376216,3.499132,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Spain,ESP,124828746.595,81596.538783,1529.828942,ok,1494644285.729,884567.0616,1689.690189,ok,1369815539.134,802970.522817,159.861247,10.449616,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Belgium,BEL,111863668.417,69208.319913,1616.332669,ok,55178309.248,30227.4,1825.440139,ok,-56685359.169,-38980.919913,209.10747,12.937155,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Algeria,DZA,93745129.556,60141.636503,1558.739253,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Russian Federation,RUS,91408712.591,59377.071911,1539.461439,ok,132782637.31,79703.3725,1665.960086,ok,41373924.719,20326.300589,126.498647,8.217071,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Malaysia,MYS,51603176.258,34029.743388,1516.413911,ok,134791702.168,83862.8,1607.288359,ok,83188525.91,49833.056612,90.874448,5.992721,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Thailand,THA,48297405.063,31396.324184,1538.314001,ok,340003869.327,216700.348,1569.004722,ok,291706464.264,185304.023816,30.690721,1.995088,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Philippines,PHL,47334828.103,31068.330524,1523.571666,ok,65051106,21868.722574,2974.618466,ok,17716277.897,-9199.60795,1451.0468,95.239813,large_mirror_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Rep. of Korea,KOR,46897953.791,29878.348575,1569.630051,ok,47040867,30126.23,1561.458802,ok,142913.209,247.881425,-8.171249,-0.520584,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,United Kingdom,GBR,38641888.452,24489.002412,1577.928239,ok,360393725.392,206809.316,1742.637771,ok,321751836.94,182320.313588,164.709532,10.438341,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,China,CHN,35576966.828,23558.1244,1510.178239,ok,34681093,22759.924,1523.778946,ok,-895873.828,-798.2004,13.600707,0.900603,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,France,FRA,28762956.679,18731.72861,1535.520681,ok,200582857.15,118227.984,1696.57682,ok,171819900.471,99496.25539,161.056139,10.488699,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,India,IND,28725594.449,19865.187916,1446.026817,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Australia,AUS,23186038.823,14981.931002,1547.60016,ok,53351066.598,30331.4,1758.93848,ok,30165027.775,15349.468998,211.33832,13.655873,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Poland,POL,19843392.251,13150.902997,1508.899598,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Netherlands,NLD,18222344.832,10736.808399,1697.184504,ok,18444605.905,9544.1,1932.566288,ok,222261.073,-1192.708399,235.381784,13.868957,ok,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Egypt,EGY,17623578.206,10928.126079,1612.680717,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Portugal,PRT,16154463.482,10099.465966,1599.536405,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Greece,GRC,16090834.993,10340.623092,1556.079827,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Ecuador,ECU,13446042.4,8725.43934,1541.016088,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Indonesia,IDN,13120117.35,8403.416574,1561.283703,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Tunisia,TUN,12160654.945,7773.804705,1564.311866,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Israel,ISR,10234437.164,6496.669983,1575.335855,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Canada,CAN,9840552.51,5892.12091,1670.1206,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Ukraine,UKR,8876263.127,5368.376271,1653.435355,ok,29136929.56,16326.88642,1784.598043,ok,20260666.433,10958.510149,131.162688,7.932738,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Ireland,IRL,6972393.6,3381.533678,2061.902753,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Slovenia,SVN,6667620.839,4234.59639,1574.55876,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Dominican Rep.,DOM,6118560.038,4152.649259,1473.411227,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Morocco,MAR,5918282.961,3853.698252,1535.741144,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Sweden,SWE,3845276.058,2451.139637,1568.770706,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Romania,ROU,3564597.18,2281.757086,1562.215891,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Croatia,HRV,2902790.92,1938.359436,1497.550385,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Finland,FIN,2886754.78,1794.827117,1608.374842,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Mexico,MEX,2606125.718,1684.935561,1546.721298,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Denmark,DNK,2417619.45,1520.71529,1589.790979,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,"Other Asia, nes",S19,1988845.008,1081.342858,1839.236273,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Bulgaria,BGR,1815061.709,1167.435815,1554.742184,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,United Arab Emirates,ARE,1748367.154,1046.586265,1670.542804,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Czechia,CZE,1730425.4,1123.861782,1539.713715,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Lithuania,LTU,1639520.7,994.248038,1649.005718,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,South Africa,ZAF,1590566.875,1015.648738,1566.060012,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Kuwait,KWT,1562847.893,906.318755,1724.390988,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,New Zealand,NZL,1089638.4,673.042538,1618.974045,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,"China, Hong Kong SAR",HKG,1069398.603,635.862781,1681.8072,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Türkiye,TUR,922724.05,556.525746,1658.00784,ok,5914824,3437.48,1720.686084,ok,4992099.95,2880.954254,62.678244,3.780335,large_quantity_gap,0.82,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Venezuela,VEN,864109.08,458.705824,1883.797926,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Cambodia,KHM,690445.473,385.434612,1791.342686,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Chile,CHL,590307.718,361.534908,1632.782077,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Norway,NOR,560933.53,342.137201,1639.498799,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Argentina,ARG,519309.094,335.933141,1545.870385,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Latvia,LVA,453829.4,281.527789,1612.023458,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Myanmar,MMR,294735.185,154.022803,1913.581491,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Singapore,SGP,245496.75,140.747303,1744.237685,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Malta,MLT,184780.8,117.76977,1569.000262,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Saudi Arabia,SAU,175896,93.113631,1889.046728,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Estonia,EST,135099.2,73.872,1828.828243,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Sri Lanka,LKA,95996,55.03,1744.430311,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Senegal,SEN,69312,38.4,1805,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Brazil,BRA,29800,19.078457,1561.97118,ok,,,,,,,,,missing_import_unit_value,0.85,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Kazakhstan,KAZ,17145,9,1905,low_volume,,,,,,,,,missing_import_unit_value,0.55,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Austria,AUT,8673,0.42,20650,low_volume,,,,,,,,,missing_import_unit_value,0.55,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
A,2020-01-01,2020,Brunei Darussalam,BRN,2820,0.59513,4738.460504,low_volume,,,,,,,,,missing_import_unit_value,0.55,"Mirror gap compares Vietnam export unit value with partner-reported import unit value; differences can reflect CIF/FOB, freight, insurance, timing, reporting, or classification effects."
